VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1748872579047	0	0	-0.528019	1	0	0	0	img_Drone1__0_1748872564660509800.png
Drone1	1748872579179	0	0	-0.593127	1	0	0	0	img_Drone1__0_1748872564703974800.png
Drone1	1748872579317	0	0	-0.661263	1	0	0	0	img_Drone1__0_1748872564749413500.png
Drone1	1748872579440	0	0	-0.722045	1	0	0	0	img_Drone1__0_1748872564791537800.png
Drone1	1748872579581	0	0	-0.791773	1	0	0	0	img_Drone1__0_1748872564838875400.png
Drone1	1748872579710	0	0	-0.849737	1	0	0	0	img_Drone1__0_1748872564882991400.png
Drone1	1748872579836	0	0	-0.858457	1	0	0	0	img_Drone1__0_1748872564930025900.png
Drone1	1748872579971	0	0	-0.902042	1	0	0	0	img_Drone1__0_1748872564976963000.png
Drone1	1748872580106	0	0	-1.06519	1	0	0	0	img_Drone1__0_1748872565024785100.png
Drone1	1748872580244	0	0	-1.34223	1	0	0	0	img_Drone1__0_1748872565071669200.png
Drone1	1748872580385	0	0	-1.65602	1	0	0	0	img_Drone1__0_1748872565118587600.png
Drone1	1748872580529	3.01182e-06	3.5128e-06	-1.97141	0.999988	0.00136569	-0.00123506	0.00449085	img_Drone1__0_1748872565166441300.png
Drone1	1748872580664	0.000787727	0.000838163	-2.24848	0.998126	0.0146013	-0.0157183	0.0573041	img_Drone1__0_1748872565212094800.png
Drone1	1748872580805	0.00648695	0.00679285	-2.51335	0.985363	0.0320878	-0.0432176	0.16175	img_Drone1__0_1748872565259189200.png
Drone1	1748872580946	0.0205543	0.02139	-2.70103	0.953167	0.0401562	-0.07352	0.290612	img_Drone1__0_1748872565306800200.png
Drone1	1748872581084	0.0450691	0.0466479	-2.78888	0.913326	0.0348926	-0.0874826	0.396189	img_Drone1__0_1748872565353513000.png
Drone1	1748872581216	0.0855577	0.0879613	-2.82605	0.888035	0.0283733	-0.0869736	0.450583	img_Drone1__0_1748872565399775600.png
Drone1	1748872581351	0.148664	0.151893	-2.85383	0.884018	0.0246333	-0.0787024	0.460121	img_Drone1__0_1748872565444218400.png
Drone1	1748872581483	0.229888	0.233834	-2.87351	0.89555	0.023036	-0.0680152	0.439128	img_Drone1__0_1748872565488572600.png
Drone1	1748872581622	0.33282	0.337392	-2.88754	0.912655	0.0215788	-0.0566221	0.404215	img_Drone1__0_1748872565536413100.png
Drone1	1748872581751	0.443323	0.44835	-2.89539	0.924821	0.0196988	-0.0475721	0.376902	img_Drone1__0_1748872565584761400.png
Drone1	1748872581889	0.574436	0.579803	-2.90038	0.931965	0.0170024	-0.0392598	0.360016	img_Drone1__0_1748872565632813200.png
Drone1	1748872582027	0.716708	0.722251	-2.90278	0.93324	0.014084	-0.0324854	0.357504	img_Drone1__0_1748872565681172500.png
Drone1	1748872582156	0.858089	0.86364	-2.90351	0.930949	0.0115411	-0.0272722	0.363946	img_Drone1__0_1748872565730329600.png
Drone1	1748872582294	1.01676	1.02215	-2.90327	0.927048	0.00925258	-0.0226295	0.374145	img_Drone1__0_1748872565777805500.png
Drone1	1748872582441	1.19271	1.19775	-2.90233	0.923438	0.00736454	-0.018534	0.383228	img_Drone1__0_1748872565826635300.png
Drone1	1748872582579	1.3632	1.36775	-2.90109	0.921687	0.00603752	-0.0153517	0.387583	img_Drone1__0_1748872565876233200.png
Drone1	1748872582723	1.54553	1.54945	-2.89964	0.921588	0.00499374	-0.0126127	0.387933	img_Drone1__0_1748872565924813400.png
Drone1	1748872582855	1.7159	1.71918	-2.89826	0.922457	0.00424749	-0.0105468	0.385932	img_Drone1__0_1748872565971140100.png
Drone1	1748872582996	1.90065	1.90319	-2.89681	0.923635	0.00360371	-0.00873871	0.383158	img_Drone1__0_1748872566019161400.png
Drone1	1748872583134	2.08372	2.08553	-2.89546	0.924495	0.00308422	-0.00730107	0.381111	img_Drone1__0_1748872566066793900.png
Drone1	1748872583272	2.26858	2.26968	-2.89418	0.924849	0.0026516	-0.00613374	0.380275	img_Drone1__0_1748872566112545800.png
Drone1	1748872583419	2.46706	2.46746	-2.89291	0.924732	0.00227049	-0.00513108	0.380578	img_Drone1__0_1748872566160501000.png
Drone1	1748872583551	2.6464	2.64623	-2.89185	0.924382	0.00198773	-0.00440228	0.381438	img_Drone1__0_1748872566205602300.png
Drone1	1748872583686	2.83068	2.83001	-2.89084	0.923984	0.001748	-0.00379287	0.382407	img_Drone1__0_1748872566250689000.png
Drone1	1748872583824	3.01979	3.01869	-2.88989	0.923677	0.00154526	-0.00328612	0.383154	img_Drone1__0_1748872566296680500.png
Drone1	1748872583962	3.20949	3.20805	-2.88901	0.923525	0.00137715	-0.00287684	0.383524	img_Drone1__0_1748872566343053600.png
Drone1	1748872584094	3.39138	3.38969	-2.88822	0.923507	0.00124158	-0.00255781	0.38357	img_Drone1__0_1748872566388601000.png
Drone1	1748872584232	3.5819	3.58005	-2.88745	0.923566	0.00112075	-0.00228783	0.38343	img_Drone1__0_1748872566434193600.png
Drone1	1748872584364	3.76442	3.76249	-2.88675	0.923643	0.00102108	-0.0020796	0.383248	img_Drone1__0_1748872566479208600.png
Drone1	1748872584511	3.96793	3.966	-2.88603	0.923707	0.000924882	-0.00189454	0.383095	img_Drone1__0_1748872566526528300.png
Drone1	1748872584643	4.15086	4.14899	-2.88541	0.923732	0.000849338	-0.00176142	0.383035	img_Drone1__0_1748872566573016300.png
Drone1	1748872584775	4.33393	4.33217	-2.88483	0.923731	0.000782967	-0.00165506	0.383037	img_Drone1__0_1748872566617664500.png
Drone1	1748872584910	4.52127	4.51968	-2.88425	0.923719	0.000723283	-0.00156771	0.383067	img_Drone1__0_1748872566663069100.png
Drone1	1748872585045	4.70871	4.70732	-2.8837	0.923709	0.000670979	-0.00149762	0.383091	img_Drone1__0_1748872566708288600.png
Drone1	1748872585180	4.89622	4.89506	-2.88317	0.923711	0.00062551	-0.00144149	0.383086	img_Drone1__0_1748872566753768800.png
Drone1	1748872585315	5.08381	5.08288	-2.88266	0.923728	0.000586711	-0.00139729	0.383046	img_Drone1__0_1748872566798238400.png
Drone1	1748872585459	5.28396	5.28329	-2.88213	0.923758	0.00055174	-0.00135983	0.382973	img_Drone1__0_1748872566846443200.png
Drone1	1748872585600	5.48	5.47957	-2.88163	0.923794	0.000523003	-0.00132972	0.382888	img_Drone1__0_1748872566893925800.png
Drone1	1748872585744	5.68026	5.68006	-2.88112	0.923829	0.000499334	-0.00130503	0.382802	img_Drone1__0_1748872566942415200.png
Drone1	1748872585882	5.87221	5.87222	-2.88065	0.923859	0.000481532	-0.00128544	0.382728	img_Drone1__0_1748872566989633300.png
Drone1	1748872586029	6.07672	6.07692	-2.88016	0.923885	0.000467669	-0.00127003	0.382668	img_Drone1__0_1748872567038378200.png
Drone1	1748872586167	6.26874	6.26909	-2.87971	0.923903	0.0004585	-0.00125709	0.382623	img_Drone1__0_1748872567085091100.png
Drone1	1748872586308	6.46496	6.46543	-2.87925	0.923918	0.000452654	-0.00124549	0.382588	img_Drone1__0_1748872567131827400.png
Drone1	1748872586449	6.66122	6.66178	-2.8788	0.923929	0.000449322	-0.00123449	0.382561	img_Drone1__0_1748872567180136500.png
Drone1	1748872586581	6.84496	6.84558	-2.87838	0.923938	0.000448796	-0.00122602	0.382541	img_Drone1__0_1748872567225220700.png
Drone1	1748872586728	7.04961	7.05025	-2.87791	0.923944	0.000450578	-0.00121743	0.382525	img_Drone1__0_1748872567275035600.png
Drone1	1748872586869	7.24592	7.24656	-2.87748	0.923948	0.000454028	-0.00121041	0.382515	img_Drone1__0_1748872567321863800.png
Drone1	1748872587010	7.44224	7.44287	-2.87704	0.923949	0.000458555	-0.00120314	0.382512	img_Drone1__0_1748872567369240800.png
Drone1	1748872587151	7.63857	7.63916	-2.8766	0.923948	0.000464074	-0.00119772	0.382517	img_Drone1__0_1748872567416674500.png
Drone1	1748872587286	7.82656	7.82708	-2.87619	0.923944	0.000469545	-0.00119181	0.382526	img_Drone1__0_1748872567461964200.png
Drone1	1748872587430	8.02708	8.02754	-2.87575	0.923937	0.000475976	-0.00118703	0.382542	img_Drone1__0_1748872567510492900.png
Drone1	1748872587565	8.21505	8.21546	-2.87535	0.92393	0.000481031	-0.00118317	0.38256	img_Drone1__0_1748872567559429200.png
Drone1	1748872587703	8.4072	8.40757	-2.87493	0.923922	0.000484969	-0.00117991	0.382579	img_Drone1__0_1748872567607223600.png
Drone1	1748872587841	8.59934	8.59966	-2.87451	0.923916	0.000487915	-0.00117692	0.382593	img_Drone1__0_1748872567652971500.png
Drone1	1748872587976	8.78731	8.78755	-2.8741	0.923911	0.000490716	-0.00117367	0.382606	img_Drone1__0_1748872567698670300.png
Drone1	1748872588114	8.97946	8.97961	-2.87369	0.923905	0.000494267	-0.00117081	0.382619	img_Drone1__0_1748872567744546400.png
Drone1	1748872588249	9.16743	9.16749	-2.87328	0.923899	0.000498186	-0.00116973	0.382635	img_Drone1__0_1748872567789838700.png
Drone1	1748872588387	9.35957	9.35955	-2.87286	0.92389	0.000501216	-0.00116739	0.382656	img_Drone1__0_1748872567835888400.png
Drone1	1748872588522	9.54754	9.54743	-2.87246	0.923881	0.00050374	-0.00116552	0.382679	img_Drone1__0_1748872567881419100.png
Drone1	1748872588660	9.73966	9.73949	-2.87204	0.92387	0.000506134	-0.00116491	0.382704	img_Drone1__0_1748872567927556200.png
Drone1	1748872588804	9.94012	9.9399	-2.8716	0.923861	0.000506536	-0.00116383	0.382726	img_Drone1__0_1748872567975087500.png
Drone1	1748872588936	10.1239	10.1236	-2.87121	0.923854	0.000506357	-0.00116383	0.382742	img_Drone1__0_1748872568020255600.png
Drone1	1748872589083	10.3285	10.3282	-2.87077	0.923849	0.000505562	-0.00116319	0.382754	img_Drone1__0_1748872568068103500.png
Drone1	1748872589221	10.5206	10.5203	-2.87036	0.923846	0.000504886	-0.00116333	0.382762	img_Drone1__0_1748872568115313300.png
Drone1	1748872589368	10.7252	10.7248	-2.86993	0.923844	0.000503011	-0.00116437	0.382768	img_Drone1__0_1748872568163589400.png
Drone1	1748872589512	10.9256	10.9252	-2.86951	0.923843	0.000500569	-0.00116574	0.38277	img_Drone1__0_1748872568212619500.png
Drone1	1748872589656	11.126	11.1257	-2.86908	0.923843	0.000497978	-0.0011663	0.382769	img_Drone1__0_1748872568260092300.png
Drone1	1748872589803	11.3306	11.3302	-2.86865	0.923844	0.000495633	-0.00116702	0.382767	img_Drone1__0_1748872568308625400.png
Drone1	1748872589944	11.5268	11.5265	-2.86824	0.923845	0.00049279	-0.00116732	0.382765	img_Drone1__0_1748872568356167600.png
Drone1	1748872590082	11.7188	11.7185	-2.86783	0.923847	0.000489778	-0.0011691	0.38276	img_Drone1__0_1748872568402875500.png
Drone1	1748872590220	11.9108	11.9106	-2.86743	0.923851	0.000486469	-0.0011701	0.382751	img_Drone1__0_1748872568447905700.png
Drone1	1748872590358	12.1028	12.1026	-2.86702	0.923856	0.000483837	-0.00117187	0.382739	img_Drone1__0_1748872568493921200.png
Drone1	1748872590499	12.299	12.2989	-2.86661	0.923861	0.000481127	-0.0011725	0.382726	img_Drone1__0_1748872568541874000.png
Drone1	1748872590643	12.4994	12.4993	-2.86618	0.923867	0.000479036	-0.00117356	0.382712	img_Drone1__0_1748872568589698000.png
Drone1	1748872590775	12.683	12.683	-2.86579	0.923872	0.000477383	-0.0011742	0.382701	img_Drone1__0_1748872568634163100.png
Drone1	1748872590916	12.8792	12.8792	-2.86538	0.923876	0.000475381	-0.00117337	0.382689	img_Drone1__0_1748872568681153300.png
Drone1	1748872591051	13.067	13.067	-2.86498	0.92388	0.000475708	-0.00117405	0.382681	img_Drone1__0_1748872568726226100.png
Drone1	1748872591192	13.2632	13.2632	-2.86457	0.923882	0.000476347	-0.00117343	0.382676	img_Drone1__0_1748872568773851900.png
Drone1	1748872591336	13.4635	13.4636	-2.86414	0.923882	0.00047636	-0.001174	0.382675	img_Drone1__0_1748872568821322000.png
Drone1	1748872591474	13.6555	13.6556	-2.86374	0.923883	0.000475466	-0.00117399	0.382672	img_Drone1__0_1748872568868503500.png
Drone1	1748872591621	13.86	13.8602	-2.86331	0.923887	0.000474519	-0.0011744	0.382664	img_Drone1__0_1748872568917153300.png
Drone1	1748872591759	14.052	14.0521	-2.8629	0.923891	0.000474144	-0.00117432	0.382653	img_Drone1__0_1748872568963790400.png
Drone1	1748872591900	14.2481	14.2483	-2.86249	0.923895	0.000475091	-0.00117424	0.382643	img_Drone1__0_1748872569011455600.png
Drone1	1748872592041	14.4443	14.4444	-2.86207	0.923898	0.00047616	-0.00117335	0.382638	img_Drone1__0_1748872569059114400.png
Drone1	1748872592185	14.6446	14.6447	-2.86165	0.923898	0.00047737	-0.00117262	0.382637	img_Drone1__0_1748872569106402400.png
Drone1	1748872592329	14.8449	14.8451	-2.86122	0.923897	0.000478483	-0.00117192	0.382639	img_Drone1__0_1748872569154072700.png
Drone1	1748872592467	15.0369	15.037	-2.86082	0.923896	0.000479457	-0.00117151	0.382641	img_Drone1__0_1748872569201355000.png
Drone1	1748872592611	15.2372	15.2373	-2.8604	0.923894	0.000481047	-0.00117006	0.382645	img_Drone1__0_1748872569249558300.png
Drone1	1748872592755	15.4375	15.4376	-2.85997	0.923892	0.000483738	-0.00116926	0.382652	img_Drone1__0_1748872569297101000.png
Drone1	1748872592896	15.6336	15.6337	-2.85956	0.923888	0.000486274	-0.00116823	0.382661	img_Drone1__0_1748872569345599500.png
Drone1	1748872593043	15.8381	15.8381	-2.85912	0.923883	0.00048846	-0.00116763	0.382674	img_Drone1__0_1748872569394885800.png
Drone1	1748872593181	16.03	16.03	-2.85872	0.923878	0.000488734	-0.00116694	0.382684	img_Drone1__0_1748872569441111700.png
Drone1	1748872593322	16.2262	16.2261	-2.8583	0.923875	0.000490288	-0.00116653	0.382692	img_Drone1__0_1748872569489004500.png
Drone1	1748872593451	16.4056	16.4054	-2.85793	0.923872	0.000492604	-0.00116457	0.3827	img_Drone1__0_1748872569541381500.png
Drone1	1748872593586	16.5933	16.5932	-2.85753	0.923867	0.000493835	-0.00116466	0.382712	img_Drone1__0_1748872569588393000.png
Drone1	1748872593721	16.781	16.7809	-2.85713	0.923863	0.000493297	-0.00116478	0.382723	img_Drone1__0_1748872569635263600.png
Drone1	1748872593859	16.9729	16.9727	-2.85673	0.92386	0.000491967	-0.00116464	0.382728	img_Drone1__0_1748872569680540400.png
Drone1	1748872593997	17.1648	17.1646	-2.85632	0.92386	0.000490533	-0.00116451	0.382729	img_Drone1__0_1748872569726387100.png
Drone1	1748872594135	17.3567	17.3565	-2.85591	0.923861	0.000489618	-0.00116553	0.382727	img_Drone1__0_1748872569772473000.png
Drone1	1748872594270	17.5444	17.5442	-2.85552	0.923863	0.000488633	-0.00116585	0.382722	img_Drone1__0_1748872569817597300.png
Drone1	1748872594408	17.7363	17.7361	-2.85511	0.923864	0.000487549	-0.00116565	0.38272	img_Drone1__0_1748872569863501100.png
Drone1	1748872594549	17.9323	17.9322	-2.8547	0.923864	0.00048711	-0.00116664	0.382719	img_Drone1__0_1748872569911160800.png
Drone1	1748872594690	18.1284	18.1282	-2.85428	0.923864	0.000486458	-0.00116663	0.382719	img_Drone1__0_1748872569957768600.png
Drone1	1748872594828	18.3203	18.3201	-2.85388	0.923864	0.000485882	-0.00116656	0.382719	img_Drone1__0_1748872570003524200.png
Drone1	1748872594978	18.5288	18.5287	-2.85344	0.923863	0.000485403	-0.00116669	0.382721	img_Drone1__0_1748872570053842000.png
Drone1	1748872595119	18.7249	18.7247	-2.85302	0.923863	0.000484775	-0.00116624	0.382721	img_Drone1__0_1748872570102321000.png
Drone1	1748872595269	18.9334	18.9333	-2.85258	0.923863	0.00048336	-0.0011663	0.382721	img_Drone1__0_1748872570151646100.png
Drone1	1748872595410	19.1293	19.1293	-2.85216	0.923866	0.000477759	-0.00116248	0.382715	img_Drone1__0_1748872570200052400.png
Drone1	1748872595551	19.3253	19.3296	-2.85174	0.923873	0.000397833	-0.000982283	0.382699	img_Drone1__0_1748872570247643300.png
Drone1	1748872595692	19.5212	19.5213	-2.85132	0.923883	0.000195167	-0.000502661	0.382675	img_Drone1__0_1748872570295312700.png
Drone1	1748872595836	19.7211	19.7212	-2.8509	0.923769	-0.00632589	0.0152349	0.382595	img_Drone1__0_1748872570343416800.png
Drone1	1748872595977	19.9097	19.9098	-2.8652	0.921395	-0.0281886	0.0680248	0.381587	img_Drone1__0_1748872570390971100.png
Drone1	1748872596133	20.0931	20.0932	-2.90375	0.920309	-0.0337553	0.0814676	0.381123	img_Drone1__0_1748872570442287600.png
Drone1	1748872596292	20.2679	20.2713	-2.79154	0.919973	-0.0353113	0.0852266	0.380972	img_Drone1__0_1748872570501313700.png
Drone1	1748872596433	20.4216	20.4217	-2.50102	0.919674	-0.0366362	0.0884276	0.380839	img_Drone1__0_1748872570558182800.png
Drone1	1748872596592	20.5909	20.591	-1.96323	0.919316	-0.0381619	0.0921143	0.380679	img_Drone1__0_1748872570613056900.png
Drone1	1748872596751	20.7517	20.7518	-1.23625	0.918943	-0.039687	0.0957996	0.380513	img_Drone1__0_1748872570666529100.png
Drone1	1748872596916	20.9041	20.9042	-0.316448	0.918541	-0.041269	0.0996224	0.380335	img_Drone1__0_1748872570721671900.png
Drone1	1748872597078	21.0337	21.0338	0.717564	0.91813	-0.0428214	0.103374	0.380154	img_Drone1__0_1748872570774821400.png
Drone1	1748872597243	21.0197	21.0199	0.602976	0.923934	0	0	0.382551	img_Drone1__0_1748872570830094900.png
Drone1	1748872597399	21.0197	21.0199	0.602976	0.923934	0	0	0.382551	img_Drone1__0_1748872570883878700.png
